"split_1","split_2","split_3","split_4","split_5"
34780,1359,8052,22807,44301
39058,18623,2609,25760,34041
13591,43593,37966,2541,2063
43895,3962,1769,46656,28371
29640,41482,18165,17643,4652
24958,16730,24002,35479,47659
33412,1915,30677,47249,30145
36231,44800,48098,9450,14077
11171,39442,9920,21116,32476
17490,17437,31878,13281,41728
34413,4814,5915,48543,28724
17777,46968,28447,35657,45908
13509,1251,32758,552,12573
35806,33397,3445,11931,33296
15360,13711,3724,12883,38924
22704,22363,38563,8959,927
36387,9123,38088,24922,31224
21385,14353,38494,6161,8202
35272,9112,21976,21900,41272
29576,24259,49800,25605,17573
28106,6262,9168,48848,48043
43663,15827,35674,38698,44020
33935,18519,775,7549,19566
1080,11316,37216,1070,23354
42082,32831,13973,2183,8068
36160,10943,15506,7681,28482
40530,47379,1026,6979,41491
4507,48756,26363,1125,27425
35316,37830,49420,27551,17121
16730,41481,3402,3116,12302
792,3905,6629,253,11493
23639,25937,22527,17614,13956
23815,24644,7043,27431,43078
46212,19282,49968,20711,5099
31065,43522,42722,7004,32815
31813,13722,30894,3521,28302
14367,18983,20215,32400,42821
23413,47093,19338,30633,24216
13386,33680,13403,21023,6587
909,21255,2599,18266,27508
18949,45221,42719,46697,5544
28231,13940,46285,29987,14126
38042,39074,12782,29401,7541
6915,47604,19957,47989,22934
34277,36570,37839,39107,11621
19334,7017,21213,37185,25402
1662,25864,28327,29432,27646
44388,6821,1066,44052,15859
36032,33821,8726,28658,21146
30974,30244,23070,29573,3319
15877,24533,42362,45588,327
25673,17139,42547,16306,30431
15606,1282,44750,1693,9853
48975,23490,45516,43661,49676
1438,35180,39842,4471,17395
32668,46255,21459,8628,19647
49709,43324,17422,44639,30333
48810,30719,16587,22823,3602
33282,19155,6567,13381,48753
40094,40368,4170,21523,11190
45830,37622,8409,12524,44773
15819,16349,23848,44069,36410
17688,21055,31818,26347,16482
35988,6432,48726,6210,10485
26925,43431,1880,40526,26481
7603,2570,26530,6946,12316
28320,7565,1011,41677,37217
37356,39491,34736,20320,24882
49500,47534,27923,8310,34150
633,13836,1997,3582,26636
49360,28976,15814,24325,43593
14501,31070,23327,2378,23888
25351,25395,770,5319,39104
40804,5345,8717,23173,26460
26958,26671,10042,27396,32117
35947,9266,45402,42883,18518
41239,17843,2564,35409,19836
25456,9963,11871,43743,42664
21055,44202,7306,3167,18472
4742,24560,1467,34575,6342
12768,14379,42255,33004,18632
49599,45869,36091,966,6465
42609,7284,2134,41959,46220
39816,41370,17285,25927,31940
38925,2777,17733,49122,4527
5603,33256,25060,7099,44970
17797,9466,43283,45711,8267
32943,22189,38628,7641,4641
14678,24171,14922,41226,15696
17041,26125,13670,14690,24884
3783,21799,23107,539,12594
28966,17335,27261,41890,20653
43199,24282,35758,7339,22879
6494,6863,35832,10945,4520
213,12777,34874,28758,40220
36500,37378,21862,14077,9556
8032,42411,48290,29085,21167
24605,34562,21847,13834,14905
2811,15195,35892,30304,29044
36171,44574,11638,26001,29972
20889,7178,43798,48364,6535
25344,29896,630,14671,25756
12784,5989,42972,22028,43202
5951,14589,15876,27052,31077
4529,44545,1152,24781,6133
24058,2813,16137,25880,34674
4154,19268,16403,4496,12783
45222,31177,49828,44681,30762
42248,3586,15633,21500,16741
4361,32941,7224,25329,9741
46801,19789,10198,37694,40597
23966,48765,8258,15905,25317
45406,2507,15878,8966,34670
42391,7387,31399,31880,8633
36243,11241,579,35779,24540
15430,35046,5234,37649,9199
34038,32975,45343,12885,27690
5689,28099,37670,26291,48192
12376,11496,6127,40288,35171
10630,29804,22486,18825,12985
11271,10247,47818,15391,22414
40122,3056,24406,43294,45616
13967,38127,46747,20911,28084
40843,29458,43534,41183,48994
40293,23277,1894,28483,23851
29826,44249,20822,44885,40084
39707,28268,45643,10554,49948
23181,18208,20913,36751,31631
34273,31219,25900,27196,13979
4010,27161,43418,7379,36574
35958,18100,44588,7192,38602
29763,38704,37399,326,32782
35175,32696,8333,42728,37154
40661,17238,16479,28450,18808
6992,49186,2249,3027,12335
26438,21072,32415,38561,1240
9561,32647,45700,46533,17511
9350,30543,10153,25120,837
38960,29860,43617,39649,21815
29925,12805,24393,30040,7010
43350,21309,31861,17068,34619
15050,28416,49501,26373,2603
10441,1941,49672,13429,30355
45134,636,20350,5433,32677
41497,5751,37595,35005,43363
14915,5467,15023,14110,31049
25199,33348,48563,43509,28265
8041,39535,7347,34598,24079
20260,466,38125,44628,44423
22754,34331,22653,28489,24950
19417,19383,28493,48646,42393
23471,43935,1946,11769,30789
1974,15383,15037,36333,30316
20055,5323,43064,25525,5749
46753,28451,117,6636,36593
26467,14643,44668,37622,21474
33950,33780,41508,7031,16071
12501,8614,29141,19987,33960
32705,24229,10709,17763,12661
17134,31157,49320,33796,29642
8027,24671,5680,23167,34266
36732,20568,12494,36718,19033
25322,42090,27243,48135,8921
21103,38354,26115,43347,42523
40513,44497,14893,41259,36677
18710,13543,36364,26962,15478
5646,11898,18818,40599,19686
15385,40589,32894,27083,20173
33967,16131,12088,25826,39751
5753,17739,8682,38082,45015
222,25021,43986,35256,42862
40980,23872,4813,5626,18178
33568,23740,32561,34854,33846
21936,41435,8021,23348,28754
38779,41166,31996,21924,23444
10019,8692,18442,49282,5015
33508,48489,41800,16259,29967
22712,34882,4781,19706,1483
44792,17104,15748,5987,36605
16828,24372,13580,45532,40182
27875,842,18450,6794,36238
49667,20152,22051,19349,22333
11920,49995,13211,36456,20155
41706,44331,9358,45971,29061
46303,17684,46673,39218,17576
195,20784,42626,7313,30108
9003,5312,33452,28217,13770
35478,41764,295,22686,31988
16126,10485,25158,31045,45807
11753,9348,7596,39374,12861
40803,19326,46587,3644,38050
292,37910,18506,17825,16965
9954,23837,45796,33638,48023
39613,25122,33179,7445,32579
44973,49725,6524,12808,9552
18151,32375,18194,17291,46100
21053,48505,42648,44229,18656
28585,13615,14074,47980,1422
22233,20498,14329,39113,18105
45267,34769,33574,12167,24960
24468,44173,36120,14282,1741
23745,40140,840,27388,42815
2642,22969,14956,25491,14014
19630,6064,4440,41433,34673
49942,5603,14738,38042,6589
42498,8164,48102,18189,14553
29865,38711,14058,10840,43222
40352,205,40671,40392,10041
2819,38577,3823,16818,45601
9537,847,16148,40097,38450
27262,2542,34347,4953,23906
35161,11655,28010,5164,20985
31926,32846,13129,19763,41353
30296,49553,45154,30437,45371
26751,38233,7851,48749,3061
36154,15146,34526,47491,34765
16770,522,37197,34880,17524
8281,14366,38187,26212,21498
41283,18792,23946,35487,17685
13209,6241,25246,34628,49295
12020,16361,38337,23360,30212
21376,29087,34971,6259,31260
43681,23632,19970,47718,16839
2682,27864,27257,13613,6226
40622,102,47512,18597,45216
43292,45079,40257,27690,28982
4795,9720,6496,17799,38687
25024,30274,137,45860,20408
45645,30000,24655,33132,11095
31300,30395,41173,25496,47517
13229,46774,8757,38605,34830
1517,31151,20981,33489,21198
16659,46765,22612,16396,18515
24440,17742,8291,42740,1194
18060,40963,38969,42032,27204
39016,46352,12565,30854,33773
47440,18810,17193,3711,20065
39382,36606,13573,28114,19861
41807,1855,43998,12494,36511
9375,40775,2641,12300,1086
493,11578,45397,13864,29003
1770,29121,32421,29442,17147
45250,30523,4578,18458,22192
4718,11524,1581,45089,10886
19857,1874,14809,29201,32008
25145,23607,46135,21719,3919
42975,4095,8081,27269,17726
36947,47554,25933,11523,29880
49086,9063,8603,36210,13605
20748,30619,1658,21824,28419
37259,43708,1908,42203,48419
48046,35894,44288,7722,24679
37589,11835,34205,18862,17057
38844,38790,43848,45040,37048
40611,42327,41860,44264,7013
6116,35989,3932,23552,37988
25332,2188,27662,34649,2541
35649,22808,46389,4205,17060
13283,19869,16196,1576,33912
13614,47765,48313,19255,32937
21793,37978,1697,7969,11952
32130,49623,4845,23285,15532
8877,3558,19047,17624,24168
29436,25117,4187,35336,21448
45589,29942,27123,23888,39859
4994,46562,47672,40314,1500
29500,875,39865,48378,27671
43008,46961,36952,46359,24948
40104,18285,43191,36706,21171
2678,16071,10954,19659,29611
3834,24315,34028,12820,35220
3569,36002,27344,22993,39652
39180,1370,14129,20747,8434
14145,23507,13533,12290,2165
17358,41487,16889,44329,7746
40504,2004,18789,47013,24872
45261,27534,13615,29289,20611
11435,37639,34881,42143,10706
33256,36425,32079,11607,16239
36129,36604,44783,31996,23760
9901,16343,26286,21324,20197
43769,39873,36363,22361,26451
48047,29856,29635,32088,42953
43061,33192,37439,16826,38286
48530,42230,36390,10364,11948
15501,4766,10815,26828,37372
21773,46366,47921,9393,11940
3730,8251,15247,22439,1633
37860,8482,1486,6509,16131
20803,27706,15282,22578,17359
46958,2323,20123,26146,49135
17360,19995,39729,19042,28845
47263,1746,30345,19865,44340
25095,11200,31393,35299,14274
34496,41783,30159,33498,12779
11659,30178,47971,23064,21148
39919,48386,38915,14641,404
4307,47982,40349,3273,22708
42342,41444,7794,42826,28689
28582,17324,27762,32152,33290
18714,48359,5532,19073,39384
37532,6494,3088,613,41820
19664,20055,36342,26066,24074
262,11873,24365,16908,13001
20089,23871,13772,4368,32337
12514,38037,1170,24018,18225
35931,2902,21803,35825,44657
20162,18957,42393,36502,41643
25997,8091,20375,21626,37264
20311,38293,44396,12094,4534
31874,24551,47536,46575,27208
14673,46775,21270,39159,20140
41347,44546,25843,5069,47471
37035,40925,37097,83,37694
21479,31348,15409,14602,17770
49823,8603,16922,20178,5006
11025,37365,49906,11337,23172
5868,2392,39389,12362,3682
48969,26082,21769,6861,14420
39067,6723,29137,44718,26284
34568,5332,15512,47032,22476
22324,49901,34112,6438,44080
10678,12879,49292,3888,17211
17618,46716,18765,6299,8281
46969,47749,9907,44280,19813
17491,8308,6178,21914,26324
21621,10649,49048,44216,33538
20913,34311,1751,24996,33439
46536,2040,16125,21931,3863
31692,47888,39420,21475,21711
26971,5897,9754,34291,43286
15805,4640,16335,20132,6392
10664,6983,9913,44410,49034
25483,33294,26532,34730,45184
42889,15524,5997,25893,14484
43838,44049,47882,28116,33454
12981,42416,47223,20221,26183
22604,19732,7519,40786,27678
25323,4761,39870,32456,3582
15211,4406,1999,3409,47425
46445,32538,24272,42093,22469
23292,39998,27937,3570,40418
2957,33657,2479,1892,8890
18040,46861,22823,12584,27810
42478,47008,17347,41803,24113
27129,1538,9975,14227,3851
22210,41786,38778,24968,22176
41288,181,43932,42442,26016
39436,25783,41000,48528,41233
1547,36035,19015,44983,24272
13157,10646,32617,49064,36656
44172,19867,13769,44733,37781
28208,37811,480,871,4860
20387,22014,25594,14142,11964
27105,38135,22726,5552,6930
20639,12112,23439,28935,3756
34605,18061,3184,32512,48047
28563,46145,31786,7380,8205
39785,33663,36463,16642,26791
4473,6410,46926,47524,34542
23114,496,11030,26480,39097
32471,33213,33097,16688,11845
3556,47243,42117,2040,21005
30907,17634,22286,10534,45183
37648,36527,13547,35867,40577
49186,44620,27900,4492,40058
22681,45319,16510,40100,1090
41643,31618,9620,28549,35825
39551,17529,27693,8024,35376
29115,25274,37575,33477,9253
36437,39312,12675,30449,23598
24063,43639,49462,14143,37034
16703,49744,46446,34915,8836
39652,16957,2702,39578,46874
22021,5195,20038,2991,17777
19456,39393,31042,24584,24277
11613,1577,41791,28459,12912
38477,27977,20592,32630,26114
48694,16416,46035,2644,23431
41769,9785,28433,16836,28166
23668,45102,11920,30484,31191
30493,27452,12854,41214,30843
44605,8159,32410,11863,48823
13423,23773,38436,44497,23723
9969,34718,11214,49018,9487
3155,47224,45377,40351,15380
45586,18683,48742,21543,15987
34848,32713,30384,39433,14566
11080,13605,3391,33515,24792
6044,10035,44539,8058,34568
45910,22186,29304,47973,28262
26421,24583,41032,28283,29498
22325,49162,48743,32796,16042
21324,41546,17465,11689,3902
6021,2352,32221,28781,23019
45346,42589,12247,43530,27340
39454,14048,34719,24904,32143
4233,45759,28380,4038,7233
48432,9604,43775,34599,45261
49312,49101,47519,46346,9863
43360,42379,17698,38870,28190
40747,34661,324,3648,48187
46287,34298,43055,27800,43421
32122,41555,18395,12964,38805
25335,35060,27335,42848,2580
13570,21522,20902,43047,8221
40413,39370,11439,34306,10223
21730,10133,48883,9055,32562
30834,38594,46128,32357,11281
35706,7230,31931,35257,48615
23432,32780,31856,38983,5734
44463,7782,33178,6828,8886
12198,31593,4305,39969,4049
7663,13589,12970,34342,19134
7960,8245,1899,12096,8650
15940,9586,40178,279,44829
39443,5548,9219,8242,48266
31872,16360,38330,34303,29050
35259,18506,12349,37958,49605
21564,12922,12522,42919,40557
36888,48939,25022,19308,39196
29201,9486,36904,28734,42179
19837,13544,6459,11890,45399
7436,21215,17136,35233,29626
49601,15475,16773,4403,49759
23429,25889,44106,41479,17118
8721,4190,7157,2053,35485
29381,12945,40969,629,28280
6718,32299,35622,26460,34811
6462,14750,3171,33687,26559
14503,38172,48596,45664,42443
44614,34133,19614,34491,4956
49485,29525,11966,15349,21159
37889,36265,49464,45945,25951
35681,27442,6875,29385,15598
16321,44862,8135,41734,9312
9164,13765,20034,44694,48065
14116,34744,16451,1527,16820
11780,25894,35534,32503,5907
34907,3680,29322,14066,10660
33474,13254,29885,17086,49266
4560,226,47551,12575,46803
49477,28693,29860,35478,41880
43267,43524,28658,40932,1608
1641,47102,7452,29584,45412
33758,46188,37491,29531,15996
48589,44639,226,42304,7813
26273,49115,35047,2947,27605
10250,40329,34674,36830,2338
16434,25196,10218,11287,11144
45147,36478,29005,23516,46006
2496,5491,38761,1332,5428
37208,22253,11389,37357,21541
45542,8812,8295,19012,48836
38568,6151,12884,5109,24964
14622,2768,10035,33627,36554
47345,37098,35660,29413,20393
21345,43188,16820,27712,15365
7870,5643,233,48303,12558
16485,4246,17773,35112,16959
33687,2737,5182,42940,3529
36948,15765,45610,17360,34596
4475,35928,26653,39359,33057
17315,534,458,7665,33736
39178,6251,42836,44597,36838
49733,29412,20476,39389,40491
22456,49844,6171,39070,17669
12355,10987,16882,34054,39242
18896,26714,28390,2916,49778
48574,29522,19439,47690,7637
22541,24198,28163,15689,37057
26643,49132,44630,41554,30230
38764,16028,46347,45525,5375
15123,17630,9506,764,13910
46421,13020,6302,42811,19860
36140,9361,19152,44568,16653
35936,31592,17743,25798,11563
5289,45649,27072,13091,49910
2387,40839,31967,21612,8620
31685,36664,12920,16985,13521
31170,24664,39813,46394,15359
33866,18820,27614,35735,16755
8997,34593,15423,9036,5397
29539,9400,18606,43113,12938
46465,36431,40078,23152,44104
3681,26570,11709,11667,18970
27869,27804,25063,47907,48983
32538,39728,14337,9544,40307
17650,18093,42052,26528,14280
42927,39744,14236,33434,46528
38793,39626,13817,39544,48164
9225,13316,40526,48446,40197
11003,5574,40919,4079,32700
49533,4582,24953,15553,36086
43688,49184,23756,32893,1297
1745,7659,32820,36451,878
18801,24268,26398,27225,3409
41968,36674,20197,9695,26903
46912,24692,20226,43033,33848
18739,24056,40677,32545,12572
632,1195,5606,7032,27168
21301,34855,6424,13322,4196
3238,7360,8079,28035,22152
49302,40231,21712,668,26783
46159,15713,31994,11920,41221
5256,11861,18154,4623,22905
22261,46180,20264,13837,34251
1410,33281,48816,23477,42894
6297,40702,47113,5351,27725
16616,35749,8620,29769,40703
48525,24000,34683,21831,34211
23192,42259,18736,7132,19313
14663,29155,26802,8967,17594
35028,25703,24177,18593,11490
3933,42383,36775,7990,35764
4511,2342,26076,48320,17868
18276,3198,44304,44065,9280
10796,8467,40595,6756,19108
17290,27022,132,35285,40161
42776,20884,21111,12537,20022
15765,46113,2429,41707,27888
18386,2523,6033,10065,2583
48840,17452,24271,16487,9225
16793,25080,3287,48981,4050
28234,46021,5674,44251,11944
4334,1126,13733,48673,15264
12066,44664,41040,8101,49406
43596,25536,27988,26410,32984
31454,18799,38473,21754,33529
19325,39796,23835,23489,31682
44757,11455,1758,40170,18279
25564,3408,27351,16339,43084
41322,1739,9338,18213,31325
3444,4001,42080,475,17753
23798,6411,3816,43089,30264
37025,39000,36312,14385,45947
10770,19181,29056,14232,38772
23121,3572,38914,20401,11460
32656,18855,28590,34217,11738
5034,25643,41423,3192,35668
24206,24584,22933,6912,36945
588,23867,41638,19407,45056
26507,36679,10704,33648,16655
46983,30820,36529,31308,40004
32076,39468,22585,48828,40215
3675,18749,46814,40693,1533
13404,31623,46077,627,46525
33588,16759,7717,32541,23228
39156,23757,45951,13509,25989
29919,42456,33888,35188,7008
29330,39271,47000,44689,11115
3526,12265,23583,21734,23438
17035,9095,41358,6429,2742
16343,34224,18861,39168,42742
43504,22017,29384,5505,17950
34000,15604,7337,25541,6934
30576,2987,31951,11255,47882
19908,46088,28758,39833,14113
24594,35083,38431,26579,18913
24239,42413,41929,32989,24361
26134,3491,46734,34423,39703
33193,38607,2077,38805,37616
43776,17700,24475,30542,35537
6790,26073,3075,6922,7171
47505,17514,30223,9293,34571
21996,32624,32838,32461,44287
34540,19338,21750,38268,10274
25667,20177,8974,32599,22330
38959,26263,32827,9842,27135
36398,37887,18338,48499,49147
24308,20061,1888,34326,8915
43889,14706,9383,9415,41965
44729,43229,40705,15785,39975
43396,987,26975,28085,42775
8518,28699,6644,48694,23918
4095,47053,15043,2339,5790
24118,3944,12076,42599,34010
5826,23533,5100,31158,24061
22076,25153,23484,32457,33791
38398,43599,30492,29419,49491
12343,34309,41586,10557,14445
24215,32069,6134,47211,43231
10897,34363,30675,43568,29892
29061,28837,27517,16206,15023
33982,283,24012,2235,17762
2212,20627,24247,1924,36983
22322,3085,37535,28248,30295
23013,44347,7190,27386,17764
38018,3653,3944,42403,5268
6940,24383,33765,27285,37468
49980,25919,37006,12098,29357
39742,41331,37054,48897,45374
41193,45886,42330,5380,27614
45209,38655,6802,23940,21333
25037,14167,2694,41268,17623
25966,22807,14313,40396,32397
21603,9156,7563,15220,11796
7003,34233,17731,44994,4729
34630,17769,27821,43637,42669
372,9449,14742,39035,4804
6310,1499,38365,6556,9387
8781,3382,44198,7709,33631
24234,29208,4867,8414,43672
13265,44443,6228,31111,25220
47458,44883,10457,29275,27507
42556,26852,16859,49367,46922
18191,14917,5542,33791,48998
30366,17475,12826,11909,15021
18289,36392,27384,37876,1940
39426,4371,27527,30918,49100
27229,26776,31673,36118,22535
41665,43301,36134,41782,15228
20151,975,18086,15121,31977
16863,2972,46443,48921,45470
45453,24012,26324,17069,16955
5575,41300,25708,22221,13185
22699,8860,14904,14816,24727
23061,7262,27405,46209,22276
28051,9223,41321,7658,17752
19407,9278,4997,36330,14593
